期號,開獎日期,球1,球2,球3,球4,球5
113126,45437,1,15,32,34,38
113127,45439,5,13,14,17,24
113128,45440,16,23,29,36,39
113129,45441,1,7,9,20,32
113130,45442,2,9,32,36,37
113131,45443,8,12,13,23,36
113132,45444,4,20,24,28,38
113133,45446,6,10,21,24,31
113134,45447,7,11,17,23,25
113135,45448,3,4,6,14,20
113136,45449,3,11,20,21,36
113137,45450,1,4,27,34,35
113138,45451,11,19,24,31,32
113139,45453,18,19,30,33,38
113140,45454,3,13,26,32,34
113141,45455,14,19,20,29,32
113142,45456,3,12,17,30,38
113143,45457,1,2,17,20,37
113144,45458,5,8,35,36,37
113145,45460,2,8,26,32,34
113146,45461,2,9,15,29,38
113147,45462,2,10,11,14,22
113148,45463,12,13,16,20,32
113149,45464,10,12,15,16,23
113150,45465,1,21,22,25,27
113151,45467,3,13,17,32,39
113152,45468,25,26,32,36,37
113153,45469,2,21,37,38,39
113154,45470,15,18,27,28,31
113155,45471,12,16,25,27,39
113156,45472,2,17,26,33,35
113157,45474,8,11,17,19,23
113158,45475,3,15,16,20,22
113159,45476,4,20,25,33,34
113160,45477,9,12,15,26,33
113161,45478,17,18,23,24,28
113162,45479,4,21,24,33,35
113163,45481,11,17,20,22,29
113164,45482,2,13,31,33,36
113165,45483,1,9,14,31,33
113166,45484,1,2,13,23,37
113167,45485,8,17,18,19,36
113168,45486,16,21,23,29,30
113169,45488,1,19,22,25,37
113170,45489,7,24,26,34,36
113171,45490,8,10,26,28,37
113172,45491,5,17,24,33,34
113173,45492,14,19,24,30,36
113174,45493,1,11,27,29,31
113175,45495,6,20,26,30,34
113176,45496,7,11,12,37,38
113177,45497,2,3,21,23,34
113178,45498,1,9,17,18,39
113179,45499,11,12,18,20,36
113180,45500,1,11,15,18,37
113181,45502,1,12,14,24,30
113182,45503,2,4,16,29,38
113183,45504,12,18,36,37,38
113184,45505,12,24,27,30,35
113185,45506,1,19,22,24,38
113186,45507,11,12,26,27,32
113187,45509,6,7,11,17,36
113188,45510,1,6,12,29,37
113189,45511,4,5,16,19,30
113190,45512,2,9,13,19,28
113191,45513,2,7,8,10,12
113192,45514,1,21,28,38,39
113193,45516,8,12,24,28,34
113194,45517,9,15,20,28,32
113195,45518,6,9,24,30,34
113196,45519,7,14,20,27,39
113197,45520,9,17,18,32,35
113198,45521,6,14,32,33,36
113199,45523,2,9,12,16,36
113200,45524,7,28,30,34,39
113201,45525,1,2,12,13,22
113202,45526,2,8,16,34,37
113203,45527,9,11,30,34,39
113204,45528,25,26,28,29,37
113205,45530,5,9,11,23,33
113206,45531,5,13,21,34,35
113207,45532,6,16,34,35,36
113208,45533,4,21,26,29,36
113209,45534,3,5,14,22,36
113210,45535,9,15,21,36,37
113211,45537,16,20,24,31,37
113212,45538,11,14,19,23,24
113213,45539,9,26,27,31,35
113214,45540,10,13,27,32,37
113215,45541,14,27,31,36,39
113216,45542,5,9,28,36,38
113217,45544,5,16,17,36,37
113218,45545,6,34,35,36,39
113219,45546,5,8,14,20,26
113220,45547,3,8,13,27,33
113221,45548,6,8,25,37,39
113222,45549,3,29,34,35,37
113223,45551,12,15,18,19,26
113224,45552,7,9,31,38,39
113225,45553,2,9,16,18,23
113226,45554,16,19,22,26,37
113227,45555,4,7,30,32,38
113228,45556,9,22,25,35,39
113229,45558,4,12,14,17,35
113230,45559,4,10,19,30,31
113231,45560,2,5,10,12,37
113232,45561,4,6,14,16,20
113233,45562,3,27,34,37,39
113234,45563,10,20,24,35,39
113235,45565,7,10,24,27,31
113236,45566,20,23,30,31,35
113237,45567,7,8,13,22,34
113238,45568,1,6,15,19,39
113239,45569,5,11,27,38,39
113240,45570,2,5,8,14,32
113241,45572,2,10,17,21,39
113242,45573,1,11,13,25,37
113243,45574,12,17,25,31,34
113244,45575,3,25,29,35,38
113245,45576,14,15,16,24,29
113246,45577,14,21,22,23,35
113247,45579,4,14,19,25,32
113248,45580,2,19,27,33,35
113249,45581,15,20,27,30,31
113250,45582,1,18,21,36,37
113251,45583,4,11,26,34,38
113252,45584,11,15,24,36,37
113253,45586,1,9,17,31,35
113254,45587,7,16,25,32,34
113255,45588,10,18,19,26,37
113256,45589,1,4,8,20,22
113257,45590,6,8,15,28,39
113258,45591,13,15,18,26,28
113259,45593,1,6,13,22,39
113260,45594,9,12,25,29,35
113261,45595,10,11,17,24,33
113262,45596,8,13,25,36,38
113263,45597,4,8,11,19,31
113264,45598,6,7,16,37,38
113265,45600,3,7,10,26,35
113266,45601,1,8,18,27,30
113267,45602,6,11,14,18,22
113268,45603,6,10,20,25,32
113269,45604,1,9,13,31,32
113270,45605,2,3,10,21,36
113271,45607,7,14,20,24,26
113272,45608,5,8,17,24,28
113273,45609,3,11,18,21,35
113274,45610,5,11,17,25,30
113275,45611,2,18,27,29,39
113276,45612,4,24,29,33,37
113277,45614,3,5,23,26,27
113278,45615,10,14,21,32,33
113279,45616,13,20,30,31,33
113280,45617,4,12,13,23,25
113281,45618,3,7,8,17,30
113282,45619,3,13,28,29,38
113283,45621,3,6,19,20,38
113284,45622,1,5,11,27,29
113285,45623,7,13,14,21,35
113286,45624,5,9,20,29,34
113287,45625,3,11,18,25,35
113288,45626,4,11,16,17,24
113289,45628,5,13,23,29,38
113290,45629,7,12,15,16,18
113291,45630,12,27,33,35,38
113292,45631,5,19,23,28,39
113293,45632,2,15,20,33,38
113294,45633,6,24,31,32,33
113295,45635,8,9,20,28,32
113296,45636,7,12,13,21,24
113297,45637,4,22,32,34,37
113298,45638,2,11,16,23,29
113299,45639,2,9,20,34,38
113300,45640,3,7,8,12,35
113301,45642,5,11,21,23,26
113302,45643,3,5,7,16,31
113303,45644,3,24,27,33,37
113304,45645,7,8,11,27,33
113305,45646,3,9,16,19,26
113306,45647,12,13,14,18,32
113307,45649,2,6,13,18,22
113308,45650,1,14,15,28,39
113309,45651,6,18,21,29,38
113310,45652,5,7,12,20,38
113311,45653,7,15,19,20,38
113312,45654,17,18,24,26,30
113313,45656,3,20,23,27,31
113314,45657,11,15,32,33,34
114001,45658,2,7,8,10,14
114002,45659,12,26,30,32,33
114003,45660,5,6,8,11,14
114004,45661,8,9,12,21,23
114005,45663,7,21,22,27,35
114006,45664,13,23,27,31,37
114007,45665,12,18,20,24,31
114008,45666,2,8,19,21,29
114009,45667,9,11,15,18,20
114010,45668,5,12,13,19,34
114011,45670,4,12,28,35,38
114012,45671,10,22,31,35,36
114013,45672,3,21,22,26,39
114014,45673,9,13,23,29,34
114015,45674,4,7,8,24,26
114016,45675,7,12,18,35,39
114017,45677,3,12,19,32,34
114018,45678,1,14,18,19,22
114019,45679,6,19,23,26,30
114020,45680,4,7,17,22,35
114021,45681,5,9,12,14,31
114022,45682,1,7,32,36,37
114023,45683,7,8,9,17,20
114024,45684,1,6,16,26,31
114025,45685,13,22,23,24,35
114026,45686,4,11,25,31,32
114027,45687,9,11,14,18,27
114028,45688,1,5,9,14,26
114029,45689,1,10,23,32,37
114030,45690,9,16,29,32,39
114031,45691,4,16,21,23,37
114032,45692,1,8,16,19,31
114033,45693,6,7,8,14,39
114034,45694,3,7,22,29,34
114035,45695,16,21,26,29,37
114036,45696,8,24,28,37,38
114037,45697,4,5,27,35,37
114038,45698,12,22,26,28,35
114039,45699,10,18,19,27,28
114040,45700,2,6,19,28,29
114041,45701,2,7,11,20,30
114042,45702,11,17,29,34,39
114043,45703,6,8,10,21,26
114044,45705,9,15,29,30,39
114045,45706,10,12,13,19,33
114046,45707,3,27,28,33,38
114047,45708,3,7,17,24,27
114048,45709,11,13,18,30,35
114049,45710,4,7,11,19,22
114050,45712,8,17,18,24,36
114051,45713,5,11,26,33,35
114052,45714,3,11,24,27,36
114053,45715,11,12,20,28,29
114054,45716,5,27,31,38,39
114055,45717,4,16,29,31,34
114056,45719,8,9,12,22,27
114057,45720,11,18,21,23,36
114058,45721,15,23,29,36,39
114059,45722,8,12,15,18,34
114060,45723,9,10,19,33,35
114061,45724,17,23,24,27,35
114062,45726,2,4,7,25,37
114063,45727,2,21,24,27,31
114064,45728,6,14,27,30,33
114065,45729,3,4,7,11,30
114066,45730,6,8,18,19,28
114067,45731,8,15,25,26,34
114068,45733,7,11,13,26,30
114069,45734,3,13,15,19,25
114070,45735,11,15,25,29,34
114071,45736,2,16,17,27,32
114072,45737,5,9,15,20,26
114073,45738,5,13,16,24,28
114074,45740,7,25,32,34,35
114075,45741,4,20,24,27,38
114076,45742,1,10,12,32,35
114077,45743,5,25,33,36,37
114078,45744,13,24,25,36,39
114079,45745,4,9,12,17,27
114080,45747,7,10,13,23,26
114081,45748,5,13,17,19,31
114082,45749,4,8,29,32,34
114083,45750,5,16,23,31,39
114084,45751,3,6,7,36,38
114085,45752,12,13,14,15,24
114086,45754,1,6,19,26,33
114087,45755,6,17,18,19,32
114088,45756,4,6,14,24,35
114089,45757,14,19,22,26,28
114090,45758,15,17,26,27,35
114091,45759,9,11,15,25,31
114092,45761,9,10,22,30,33
114093,45762,2,3,16,27,39
114094,45763,7,22,25,29,38
114095,45764,3,6,23,24,37
114096,45765,7,24,28,31,36
114097,45766,14,19,21,26,36
114098,45768,2,6,12,14,24
114099,45769,8,19,23,27,31
114100,45770,1,16,19,27,33
114101,45771,4,6,25,29,35
114102,45772,1,5,24,33,36
114103,45773,20,23,32,35,38
114104,45775,6,12,17,38,39
114105,45776,1,7,13,18,35
114106,45777,22,26,30,31,38
114107,45778,8,19,25,27,39
114108,45779,5,12,20,24,28
114109,45780,1,10,19,27,31
114110,45782,4,5,8,10,11
114111,45783,6,11,18,37,39
114112,45784,7,9,21,28,38
114113,45785,7,10,26,28,33
114114,45786,4,11,19,21,34
114115,45787,6,9,20,27,36
114116,45789,8,10,26,27,38
114117,45790,4,10,20,23,29
114118,45791,1,14,18,24,38
114119,45792,2,4,15,25,36
114120,45793,2,13,24,27,39
114121,45794,3,9,24,30,39
114122,45796,4,7,14,25,35
114123,45797,10,22,23,26,38
114124,45798,10,16,31,34,38
114125,45799,1,8,17,21,35
114126,45800,13,16,24,27,32
114127,45801,14,18,29,35,36
114128,45803,8,15,21,24,34
114129,45804,4,8,23,33,38
114130,45805,9,13,15,24,33
114131,45806,4,18,28,30,31
114132,45807,14,20,21,34,35
114133,45808,14,18,20,29,35
114134,45810,2,7,11,16,21
114135,45811,7,20,21,25,34
114136,45812,20,30,33,36,38
114137,45813,7,14,19,35,39
114138,45814,2,12,14,25,30
114139,45815,4,16,22,23,32
114140,45817,8,20,27,29,30
114141,45818,7,12,16,29,38
114142,45819,4,17,19,21,31
114143,45820,11,14,15,19,32
114144,45821,4,5,10,12,38
114145,45822,2,15,17,23,37
114146,45824,6,8,9,33,36
114147,45825,2,12,14,26,37
114148,45826,7,12,23,26,36
114149,45827,12,14,15,17,24
114150,45828,2,5,8,17,24
114151,45829,3,8,15,24,39
114152,45831,3,14,22,31,38
114153,45832,1,10,12,20,31
114154,45833,2,11,28,30,37
114155,45834,1,6,13,24,29
114156,45835,3,4,10,19,37
114157,45836,12,22,29,33,34
114158,45838,7,8,11,23,31
114159,45839,6,8,11,19,38
114160,45840,6,13,21,24,38
114161,45841,10,21,22,26,27
114162,45842,5,24,31,36,39
114163,45843,8,14,22,24,35
114164,45845,14,25,27,35,38
114165,45846,3,4,24,27,33
114166,45847,13,18,27,28,37
114167,45848,2,3,4,34,36
114168,45849,9,26,37,38,39
114169,45850,3,19,20,21,26
114170,45852,8,11,12,29,36
114171,45853,9,16,21,22,38
114172,45854,15,18,24,31,32
114173,45855,4,6,11,29,37
114174,45856,12,21,22,38,39
114175,45857,7,11,14,26,27
114176,45859,1,6,11,22,34
114177,45860,19,21,27,32,39
114178,45861,16,18,23,36,39
114179,45862,2,6,9,29,32
114180,45863,5,7,10,26,30
114181,45864,14,15,18,23,29
114182,45866,4,16,22,23,30
114183,45867,1,6,10,13,27
114184,45868,17,22,24,30,32
114185,45869,11,12,17,34,36
114186,45870,2,13,18,33,34
114187,45871,3,14,22,25,31
114188,45873,3,21,23,25,26
114189,45874,13,20,21,32,37
114190,45875,6,10,24,28,38
114191,45876,10,20,28,30,37
114192,45877,11,25,27,30,34
114193,45878,1,9,27,29,30
114194,45880,1,14,22,26,28
114195,45881,1,9,17,25,30
114196,45882,11,23,26,32,34
114197,45883,10,12,14,31,35
114198,45884,1,5,16,18,26
114199,45885,15,18,22,24,31
114200,45887,9,12,18,27,29
114201,45888,6,7,18,31,35
114202,45889,15,18,29,31,39
114203,45890,16,27,28,29,33
114204,45891,6,7,21,37,38
114205,45892,4,5,8,27,39
114206,45894,6,12,15,23,26
114207,45895,2,5,24,38,39
114208,45896,3,5,28,30,32
114209,45897,5,7,21,23,29
114210,45898,7,20,21,30,38
114211,45899,4,5,7,13,14
114212,45901,21,24,28,29,35
114213,45902,5,8,10,23,25
114214,45903,14,15,20,21,23
114215,45904,6,7,24,27,34
114216,45905,7,9,29,32,38
114217,45906,8,14,25,28,31
114218,45908,7,11,20,28,38
114219,45909,8,20,23,25,26
114220,45910,12,14,16,28,39
114221,45911,6,18,26,28,36
114222,45912,9,12,16,26,34
114223,45913,2,25,32,35,36
114224,45915,7,9,10,12,28
114225,45916,2,9,19,21,33
114226,45917,4,6,7,12,38
114227,45918,5,12,14,23,33
114228,45919,2,11,22,24,31
114229,45920,5,8,11,13,22
114230,45922,7,9,12,14,33
114231,45923,6,19,20,33,37
114232,45924,4,22,23,35,39
114233,45925,2,10,13,28,32
114234,45926,3,7,14,25,34
114235,45927,3,11,13,28,37
114236,45929,3,15,21,29,37
114237,45930,14,20,21,28,33
114238,45931,3,5,12,22,27
114239,45932,10,19,25,36,39
114240,45933,10,16,19,21,28
114241,45934,3,4,10,18,39
114242,45936,3,5,6,12,13
114243,45937,1,16,20,28,34
114244,45938,3,9,26,38,39
114245,45939,2,4,12,15,29
114246,45940,3,6,24,31,36
114247,45941,4,9,19,22,34
114248,45943,8,13,14,22,36
114249,45944,4,5,9,18,24
114250,45945,4,7,19,33,39
114251,45946,4,18,21,30,37
114252,45947,1,21,31,32,34
114253,45948,2,17,32,35,38
114254,45950,6,13,22,23,27
114255,45951,13,22,30,37,38
114256,45952,3,4,20,25,28
114257,45953,8,15,27,37,38
114258,45954,8,11,13,37,38
114259,45955,3,4,11,21,34
114260,45957,3,20,26,31,37
114261,45958,18,20,25,29,31
114262,45959,26,32,33,36,39
114263,45960,5,27,28,31,37
114264,45961,11,18,25,26,33
114265,45962,8,12,19,27,28
114266,45964,24,25,34,36,37
114267,45965,1,7,12,29,39
114268,45966,11,14,15,27,39
114269,45967,7,24,28,31,32
114270,45968,22,27,30,32,37
114271,45969,7,8,9,26,34
114272,45971,7,14,15,17,30
114273,45972,5,19,31,34,39
114274,45973,1,4,9,14,22
114275,45974,13,18,20,23,36
114276,45975,2,11,15,37,38
114277,45976,12,20,25,28,29
114278,45978,4,7,16,26,29
114279,45979,14,24,31,36,37
114280,45980,3,11,20,28,31
114281,45981,1,5,33,36,38
114282,45982,5,10,17,28,35
114283,45983,10,13,32,33,37
114284,45985,2,4,5,17,31
114285,45986,9,30,36,38,39
114286,45987,7,13,26,28,34
114287,45988,7,19,22,25,28
114288,45989,8,13,14,22,28
114289,45990,8,27,30,33,36
114290,45992,2,3,4,20,24
114291,45993,2,5,8,13,29
114292,45994,5,9,14,33,35
114293,45995,1,7,20,25,37
114294,45996,2,3,16,17,29
114295,45997,6,22,23,24,32
114296,45999,5,23,27,28,31
114297,46000,7,8,15,30,39
114298,46001,4,7,11,16,26
114299,46002,2,6,17,25,26
114300,46003,10,24,26,28,35
114301,46004,2,9,21,31,38
114302,46006,3,17,27,29,38
114303,46007,2,10,14,33,35
114304,46008,5,6,7,19,32
114305,46009,4,9,32,33,36
114306,46010,12,16,23,27,30
114307,46011,1,5,16,35,38
114308,46013,2,22,24,27,38
114309,46014,9,22,24,30,35
114310,46015,2,3,14,25,30
114311,46016,14,18,28,36,39
114312,46017,1,10,20,27,36
114313,46018,1,15,19,28,38
114314,46020,5,10,13,29,37
114315,46021,11,12,24,27,33
114316,46022,8,10,11,26,35
115001,46023,15,16,18,29,36
115002,46024,17,18,25,36,39
115003,46025,22,23,31,32,38
115004,46027,10,16,18,34,39
115005,46028,1,2,6,11,33
115006,46029,5,10,14,15,28
115007,46030,3,8,10,21,30
115008,46031,1,12,14,22,34
115009,46032,11,25,26,34,38
115010,46034,3,13,18,24,30
115011,46035,6,16,17,19,31
115012,46036,1,2,16,33,35
115013,46037,1,2,3,19,36
115014,46038,18,19,22,27,29
115015,46039,2,10,11,24,37
115016,46041,12,16,23,24,29
115017,46042,16,19,23,25,34
115018,46043,4,15,23,27,38
115019,46044,3,6,11,30,34
115020,46045,3,11,12,21,31
115021,46046,6,7,15,35,37
115022,46048,6,15,23,26,30
115023,46049,5,17,18,23,32
115024,46050,10,11,23,24,29
115025,46051,6,11,28,36,37
115026,46052,16,17,29,30,36
115027,46053,5,12,16,21,32
115028,46055,6,8,31,37,38
115029,46056,3,5,11,15,23
115030,46057,8,17,22,27,28
115031,46058,8,9,13,32,35
115032,46059,1,6,29,32,34
115033,46060,3,8,22,27,32
115034,46062,16,21,25,31,35
115035,46063,10,11,17,22,36
115036,46064,11,15,18,29,33
115037,46065,1,12,21,35,37
115038,46066,4,28,31,33,34
115039,46067,1,3,13,31,36
115040,46068,11,13,18,22,34
115041,46069,5,7,15,18,34
115042,46070,6,8,11,20,21
115043,46071,8,10,12,32,33
