期號,開獎日期,球1,球2,球3,球4,球5
107258,43400,6,18,19,31,32
107259,43402,14,17,20,34,38
107260,43403,6,12,20,25,35
107261,43404,12,13,15,25,28
107262,43405,14,26,28,31,37
107263,43406,1,23,25,26,34
107264,43407,10,12,19,24,32
107265,43409,1,17,26,33,37
107266,43410,5,18,21,30,31
107267,43411,6,10,13,19,31
107268,43412,4,7,16,31,35
107269,43413,10,27,30,33,35
107270,43414,4,9,18,32,38
107271,43416,3,6,18,25,38
107272,43417,6,11,12,25,37
107273,43418,16,25,29,32,35
107274,43419,4,10,14,18,22
107275,43420,1,13,17,33,38
107276,43421,2,4,13,14,16
107277,43423,2,8,10,19,36
107278,43424,15,27,28,30,31
107279,43425,19,24,27,31,39
107280,43426,2,6,8,13,25
107281,43427,8,17,18,33,34
107282,43428,1,2,7,31,39
107283,43430,4,13,17,19,35
107284,43431,8,16,25,33,36
107285,43432,4,6,20,23,37
107286,43433,3,5,12,26,29
107287,43434,4,7,12,37,39
107288,43435,1,4,8,12,14
107289,43437,12,18,19,28,29
107290,43438,2,14,25,33,39
107291,43439,4,10,16,17,31
107292,43440,9,18,22,24,38
107293,43441,12,14,15,29,32
107294,43442,2,22,23,27,38
107295,43444,9,16,20,31,34
107296,43445,3,5,22,29,34
107297,43446,12,14,21,22,25
107298,43447,2,15,17,27,35
107299,43448,19,27,33,35,36
107300,43449,1,12,24,26,38
107301,43451,4,5,7,25,36
107302,43452,4,16,18,23,34
107303,43453,8,20,23,28,36
107304,43454,6,7,10,16,32
107305,43455,3,4,12,30,33
107306,43456,6,10,14,18,38
107307,43458,9,10,20,27,39
107308,43459,3,4,8,34,39
107309,43460,12,14,22,23,26
107310,43461,11,29,30,32,34
107311,43462,10,12,14,34,37
107312,43463,1,10,29,34,38
107313,43465,7,11,21,27,30
108001,43466,12,30,33,36,38
108002,43467,4,5,9,18,39
108003,43468,5,19,21,24,28
108004,43469,6,8,21,29,37
108005,43470,9,10,14,23,36
108006,43472,4,8,20,33,34
108007,43473,6,11,13,26,37
108008,43474,2,21,27,34,35
108009,43475,1,6,26,27,30
108010,43476,4,8,18,38,39
108011,43477,5,15,17,22,37
108012,43479,1,8,13,16,36
108013,43480,6,13,22,30,38
108014,43481,14,18,21,25,39
108015,43482,8,12,20,21,27
108016,43483,12,18,22,24,35
108017,43484,11,12,19,36,37
108018,43486,6,9,12,20,21
108019,43487,14,16,22,28,31
108020,43488,1,8,14,26,34
108021,43489,5,9,14,23,35
108022,43490,2,6,25,30,31
108023,43491,1,2,9,20,30
108024,43493,1,13,20,24,29
108025,43494,4,26,29,33,34
108026,43495,3,8,13,17,38
108027,43496,2,9,25,26,39
108028,43497,18,29,33,34,35
108029,43498,24,25,26,34,37
108030,43500,3,7,19,24,26
108031,43501,7,9,11,15,26
108032,43502,1,4,12,22,23
108033,43503,4,6,27,32,37
108034,43504,12,28,29,31,34
108035,43505,1,3,6,33,34
108036,43507,11,13,21,22,29
108037,43508,21,29,30,33,35
108038,43509,4,5,12,26,30
108039,43510,14,15,26,32,38
108040,43511,1,9,10,28,31
108041,43512,14,16,17,28,38
108042,43514,1,28,32,37,39
108043,43515,12,16,25,30,37
108044,43516,14,15,18,21,35
108045,43517,4,10,14,26,35
108046,43518,9,29,33,34,36
108047,43519,4,14,19,26,35
108048,43521,2,19,27,33,37
108049,43522,12,14,22,35,38
108050,43523,5,8,13,25,34
108051,43524,2,7,10,21,33
108052,43525,11,13,17,25,30
108053,43526,3,6,11,19,26
108054,43528,9,11,13,24,39
108055,43529,5,17,25,32,35
108056,43530,16,20,23,33,38
108057,43531,7,18,20,33,35
108058,43532,7,8,17,28,33
108059,43533,16,20,21,33,37
108060,43535,6,8,16,26,30
108061,43536,5,13,24,25,32
108062,43537,7,12,20,30,39
108063,43538,3,5,9,17,38
108064,43539,15,26,27,32,33
108065,43540,11,13,15,31,34
108066,43542,4,31,32,33,38
108067,43543,2,6,18,34,39
108068,43544,1,7,19,24,32
108069,43545,21,22,28,29,31
108070,43546,10,16,18,32,33
108071,43547,11,18,21,26,32
108072,43549,6,13,20,26,32
108073,43550,4,29,30,32,34
108074,43551,22,23,27,30,39
108075,43552,3,6,15,17,18
108076,43553,3,19,25,33,38
108077,43554,15,23,32,33,35
108078,43556,6,14,22,23,30
108079,43557,8,12,17,24,30
108080,43558,3,14,27,34,39
108081,43559,5,13,14,24,31
108082,43560,2,6,21,23,28
108083,43561,4,10,21,24,37
108084,43563,6,16,20,33,38
108085,43564,3,18,22,28,35
108086,43565,7,27,28,31,35
108087,43566,13,15,21,26,35
108088,43567,1,20,23,30,31
108089,43568,14,16,18,27,38
108090,43570,3,17,24,32,34
108091,43571,8,14,26,27,37
108092,43572,17,25,28,36,38
108093,43573,7,14,20,27,30
108094,43574,6,10,15,16,21
108095,43575,18,21,24,33,34
108096,43577,1,6,15,25,36
108097,43578,17,22,30,34,39
108098,43579,6,13,22,23,34
108099,43580,6,12,17,32,34
108100,43581,1,5,9,13,23
108101,43582,13,15,17,24,25
108102,43584,11,21,26,31,33
108103,43585,6,8,25,28,31
108104,43586,10,23,28,38,39
108105,43587,3,4,13,33,36
108106,43588,7,24,31,32,38
108107,43589,1,3,12,20,24
108108,43591,20,24,25,35,37
108109,43592,5,21,23,25,34
108110,43593,1,3,5,11,39
108111,43594,17,19,23,27,36
108112,43595,2,9,11,13,14
108113,43596,2,9,11,25,33
108114,43598,19,28,33,34,35
108115,43599,5,7,14,35,38
108116,43600,14,15,22,23,27
108117,43601,8,13,15,17,39
108118,43602,8,9,13,22,30
108119,43603,1,7,11,17,29
108120,43605,2,20,22,25,32
108121,43606,1,23,29,34,36
108122,43607,1,25,31,34,37
108123,43608,15,16,26,30,32
108124,43609,19,26,29,33,39
108125,43610,8,23,28,36,38
108126,43612,9,10,21,33,39
108127,43613,7,17,21,22,29
108128,43614,7,12,14,16,31
108129,43615,12,16,28,33,37
108130,43616,5,7,20,25,32
108131,43617,14,17,18,19,28
108132,43619,16,19,21,36,38
108133,43620,2,5,19,27,35
108134,43621,9,12,31,36,38
108135,43622,7,8,14,19,34
108136,43623,5,9,16,30,33
108137,43624,1,6,13,18,22
108138,43626,7,9,19,20,35
108139,43627,5,7,9,31,36
108140,43628,3,13,17,23,29
108141,43629,19,21,27,33,35
108142,43630,14,18,20,24,33
108143,43631,3,9,17,20,23
108144,43633,18,22,24,29,33
108145,43634,5,6,8,20,32
108146,43635,1,4,8,31,34
108147,43636,1,12,27,35,36
108148,43637,4,6,28,35,36
108149,43638,14,15,21,25,27
108150,43640,9,18,21,33,37
108151,43641,4,11,13,21,28
108152,43642,1,24,25,27,36
108153,43643,2,6,21,27,33
108154,43644,8,17,19,25,34
108155,43645,2,20,22,24,35
108156,43647,1,2,10,23,25
108157,43648,2,9,11,12,16
108158,43649,4,6,25,28,34
108159,43650,11,20,32,38,39
108160,43651,1,11,33,38,39
108161,43652,9,19,28,29,32
108162,43654,4,18,21,23,24
108163,43655,5,8,17,24,39
108164,43656,3,27,29,30,32
108165,43657,15,25,26,28,39
108166,43658,15,17,22,24,25
108167,43659,14,18,19,22,30
108168,43661,13,18,22,23,24
108169,43662,5,9,19,26,39
108170,43663,8,17,23,26,27
108171,43664,16,18,22,33,38
108172,43665,9,16,17,26,34
108173,43666,1,7,14,16,28
108174,43668,19,20,25,32,34
108175,43669,4,10,12,23,25
108176,43670,13,14,28,29,32
108177,43671,14,17,24,36,37
108178,43672,2,3,21,28,37
108179,43673,7,9,24,34,38
108180,43675,5,7,9,19,30
108181,43676,9,10,16,19,25
108182,43677,19,32,35,38,39
108183,43678,1,2,3,10,17
108184,43679,4,23,31,33,39
108185,43680,19,21,23,34,36
108186,43682,1,5,11,16,22
108187,43683,4,5,11,15,28
108188,43684,7,22,23,32,37
108189,43685,12,26,32,35,36
108190,43686,13,19,25,26,33
108191,43687,14,17,30,33,38
108192,43689,8,20,35,36,39
108193,43690,10,16,18,22,24
108194,43691,6,10,32,37,38
108195,43692,1,12,23,38,39
108196,43693,7,13,19,31,37
108197,43694,5,11,12,16,28
108198,43696,1,9,17,21,31
108199,43697,1,11,20,32,38
108200,43698,1,9,17,20,26
108201,43699,3,12,29,34,38
108202,43700,9,14,21,26,28
108203,43701,3,15,19,21,39
108204,43703,5,11,15,34,35
108205,43704,1,8,13,17,19
108206,43705,4,11,15,22,33
108207,43706,2,11,16,31,35
108208,43707,9,10,26,30,32
108209,43708,3,10,26,35,36
108210,43710,1,2,11,12,15
108211,43711,2,3,24,25,32
108212,43712,6,9,11,13,15
108213,43713,17,24,26,28,39
108214,43714,3,6,15,18,26
108215,43715,1,2,29,34,35
108216,43717,1,3,9,10,31
108217,43718,12,15,23,31,36
108218,43719,6,8,10,21,25
108219,43720,12,23,27,30,37
108220,43721,4,14,16,31,35
108221,43722,2,4,24,35,37
108222,43724,10,20,24,38,39
108223,43725,8,10,15,25,37
108224,43726,4,16,22,23,32
108225,43727,7,25,28,32,35
108226,43728,20,23,24,27,38
108227,43729,7,12,21,29,39
108228,43731,18,28,30,33,34
108229,43732,11,15,18,24,37
108230,43733,3,6,20,29,36
108231,43734,2,12,18,22,38
108232,43735,8,11,26,32,38
108233,43736,2,14,23,27,38
108234,43738,4,15,16,26,34
108235,43739,5,25,28,37,39
108236,43740,3,11,24,27,29
108237,43741,7,24,28,31,36
108238,43742,1,2,13,22,36
108239,43743,8,11,12,13,15
108240,43745,1,13,16,18,26
108241,43746,1,2,12,29,32
108242,43747,1,8,19,20,36
108243,43748,17,26,29,31,35
108244,43749,1,15,24,28,35
108245,43750,6,11,15,26,39
108246,43752,10,14,17,27,28
108247,43753,6,19,23,25,26
108248,43754,1,2,11,33,34
108249,43755,5,18,21,31,37
108250,43756,3,4,11,26,28
108251,43757,9,11,12,25,37
108252,43759,24,25,27,32,39
108253,43760,5,22,24,25,38
108254,43761,12,18,26,30,34
108255,43762,3,13,16,25,29
108256,43763,5,23,26,31,32
108257,43764,3,15,20,25,35
108258,43766,2,3,23,26,31
108259,43767,1,3,23,28,36
108260,43768,1,7,10,25,26
108261,43769,2,23,30,32,37
108262,43770,4,16,26,27,29
108263,43771,9,10,12,25,32
108264,43773,14,23,28,32,34
108265,43774,2,14,22,30,34
108266,43775,1,4,6,27,38
108267,43776,10,11,17,22,32
108268,43777,7,19,20,22,31
108269,43778,1,18,19,21,33
108270,43780,22,23,27,29,39
108271,43781,2,8,18,19,28
108272,43782,6,16,26,35,38
108273,43783,3,6,12,14,31
108274,43784,16,19,26,27,29
108275,43785,3,11,23,24,29
108276,43787,3,5,10,11,32
108277,43788,5,18,33,36,38
108278,43789,1,4,22,32,34
108279,43790,1,3,15,26,39
108280,43791,13,14,21,24,36
108281,43792,4,8,11,12,22
108282,43794,11,16,19,20,25
108283,43795,10,14,28,35,37
108284,43796,5,20,21,24,34
108285,43797,7,13,14,21,39
108286,43798,1,4,8,17,29
108287,43799,1,13,17,29,34
108288,43801,2,6,20,25,26
108289,43802,4,11,16,22,23
108290,43803,4,9,20,23,24
108291,43804,3,23,27,29,34
108292,43805,6,9,17,27,39
108293,43806,11,16,27,34,35
108294,43808,12,20,23,32,39
108295,43809,9,11,29,37,38
108296,43810,6,18,27,34,37
108297,43811,1,5,20,26,28
108298,43812,8,11,25,32,34
108299,43813,9,20,23,26,39
108300,43815,10,22,25,32,37
108301,43816,3,22,28,33,39
108302,43817,2,15,19,30,33
108303,43818,1,10,28,36,37
108304,43819,1,25,28,31,32
108305,43820,1,19,23,31,32
108306,43822,6,13,16,22,34
108307,43823,22,23,28,36,38
108308,43824,7,9,13,14,37
108309,43825,2,14,21,27,38
108310,43826,7,13,32,33,38
108311,43827,6,22,30,36,39
108312,43829,8,10,14,16,20
108313,43830,1,14,25,26,32
109001,43831,1,22,26,27,39
109002,43832,1,6,11,23,27
109003,43833,1,3,8,18,31
109004,43834,23,25,29,30,32
109005,43836,14,16,27,28,34
109006,43837,10,11,28,37,38
109007,43838,4,6,10,12,26
109008,43839,4,13,20,30,36
109009,43840,2,5,10,21,29
109010,43841,3,14,16,25,34
109011,43843,11,13,24,28,35
109012,43844,10,27,36,37,39
109013,43845,10,17,19,35,39
109014,43846,3,4,5,10,33
109015,43847,4,17,18,22,32
109016,43848,6,14,22,28,37
109017,43850,4,21,28,35,38
109018,43851,10,17,27,29,32
109019,43852,4,11,22,33,36
109020,43853,1,17,23,33,39
109021,43854,3,7,27,35,39
109022,43855,5,12,13,20,26
109023,43857,1,9,14,27,39
109024,43858,1,2,18,33,39
109025,43859,10,15,19,28,30
109026,43860,8,10,16,24,34
109027,43861,8,11,17,27,31
109028,43862,4,7,13,20,24
109029,43864,1,3,21,24,34
109030,43865,12,29,35,37,38
109031,43866,2,4,23,31,38
109032,43867,1,3,7,23,39
109033,43868,8,13,20,25,29
109034,43869,12,23,26,27,33
109035,43871,8,23,24,31,39
109036,43872,5,12,19,27,28
109037,43873,17,19,23,33,35
109038,43874,1,17,28,35,38
109039,43875,4,13,25,26,36
109040,43876,5,8,18,29,33
109041,43878,2,18,30,35,36
109042,43879,1,5,6,9,31
109043,43880,2,6,20,24,34
109044,43881,5,10,20,27,36
109045,43882,4,8,20,23,27
109046,43883,13,18,19,36,37
109047,43885,1,2,23,29,30
109048,43886,5,9,10,11,22
109049,43887,2,5,15,19,26
109050,43888,17,19,28,35,36
109051,43889,4,10,12,17,21
109052,43890,7,17,20,27,39
109053,43892,5,6,10,26,27
109054,43893,3,7,15,16,29
109055,43894,2,7,9,17,27
109056,43895,10,20,23,28,31
109057,43896,8,11,13,15,29
109058,43897,9,10,12,17,20
109059,43899,6,11,18,27,28
109060,43900,16,26,27,33,34
109061,43901,7,9,12,14,16
109062,43902,1,18,20,24,37
109063,43903,3,5,10,13,29
109064,43904,2,6,17,20,30
109065,43906,1,9,11,21,32
109066,43907,7,16,22,29,37
109067,43908,5,9,20,30,38
109068,43909,3,11,30,32,34
109069,43910,10,16,20,33,39
109070,43911,3,7,16,22,31
109071,43913,5,6,16,27,31
109072,43914,9,12,25,26,30
109073,43915,5,8,23,29,32
109074,43916,3,19,27,28,30
109075,43917,13,19,22,30,38
109076,43918,4,7,18,27,29
109077,43920,1,2,7,24,35
109078,43921,6,9,24,27,37
109079,43922,7,20,23,31,35
109080,43923,10,11,27,28,29
109081,43924,3,8,15,17,38
109082,43925,4,13,21,27,32
109083,43927,3,6,16,29,30
109084,43928,2,12,13,23,28
109085,43929,12,26,27,28,34
109086,43930,1,6,19,24,27
109087,43931,6,8,11,23,39
109088,43932,14,15,18,21,36
109089,43934,3,23,25,35,36
109090,43935,8,29,33,37,38
109091,43936,4,7,10,22,28
109092,43937,9,17,28,33,36
109093,43938,15,16,25,33,36
109094,43939,20,26,30,31,32
109095,43941,3,8,11,23,32
109096,43942,1,17,20,32,38
109097,43943,5,6,9,30,31
109098,43944,3,15,18,26,33
109099,43945,3,4,21,28,30
109100,43946,2,7,11,14,32
109101,43948,8,23,24,34,36
109102,43949,1,7,9,21,23
109103,43950,5,10,29,32,33
109104,43951,3,17,18,23,31
109105,43952,2,9,13,14,27
109106,43953,17,23,26,27,36
109107,43955,5,13,30,35,39
109108,43956,14,16,24,26,29
109109,43957,2,4,25,29,39
109110,43958,9,14,16,25,34
109111,43959,4,5,8,22,36
109112,43960,7,9,13,25,33
109113,43962,5,18,25,26,38
109114,43963,8,13,21,32,36
109115,43964,2,3,12,18,22
109116,43965,2,8,11,16,17
109117,43966,5,12,20,27,30
109118,43967,4,7,9,24,30
109119,43969,5,7,8,36,38
109120,43970,1,2,5,21,25
109121,43971,8,22,23,28,29
109122,43972,2,25,27,35,39
109123,43973,5,12,15,22,30
109124,43974,17,20,26,35,38
109125,43976,3,7,9,18,37
109126,43977,6,14,20,21,26
109127,43978,5,10,25,26,38
109128,43979,5,8,17,26,34
109129,43980,8,13,23,25,37
109130,43981,8,16,17,21,27
109131,43983,12,13,15,18,24
109132,43984,10,14,17,24,26
109133,43985,3,20,28,34,36
109134,43986,14,18,22,27,33
109135,43987,4,8,12,34,37
109136,43988,19,29,31,35,39
109137,43990,4,7,22,29,39
109138,43991,3,19,25,32,36
109139,43992,2,22,29,34,38
109140,43993,5,6,14,19,30
109141,43994,10,16,17,24,27
109142,43995,9,11,23,30,38
109143,43997,10,16,18,26,32
109144,43998,10,20,21,24,30
109145,43999,6,22,23,25,26
109146,44000,12,17,26,38,39
109147,44001,5,9,10,21,37
109148,44002,4,8,19,24,36
109149,44004,18,19,22,26,30
109150,44005,22,23,24,33,38
109151,44006,1,11,14,15,30
109152,44007,19,24,27,29,33
109153,44008,14,16,20,26,38
109154,44009,18,24,30,34,38
109155,44011,7,18,22,27,31
109156,44012,1,11,13,17,31
109157,44013,1,5,8,29,30
109158,44014,1,2,6,9,35
109159,44015,6,18,19,21,39
109160,44016,5,10,26,30,34
109161,44018,5,11,14,17,23
109162,44019,4,5,8,19,29
109163,44020,1,13,21,27,34
109164,44021,2,9,11,14,35
109165,44022,1,5,21,29,35
109166,44023,6,9,33,35,37
109167,44025,2,7,13,16,37
109168,44026,7,24,32,36,39
109169,44027,3,7,20,23,31
109170,44028,5,7,10,23,37
109171,44029,4,5,10,21,27
109172,44030,1,11,19,31,34
109173,44032,2,22,23,32,39
109174,44033,2,13,19,32,38
109175,44034,5,20,30,35,37
109176,44035,1,10,17,33,37
109177,44036,4,11,28,32,39
109178,44037,8,23,24,28,30
109179,44039,9,18,25,33,37
109180,44040,5,13,22,25,28
109181,44041,6,15,24,28,31
109182,44042,5,16,30,37,38
109183,44043,14,17,19,20,24
109184,44044,8,10,16,21,36
109185,44046,2,6,21,27,29
109186,44047,4,11,13,25,33
109187,44048,16,33,34,35,38
109188,44049,7,9,17,26,37
109189,44050,5,6,29,30,39
109190,44051,4,15,18,25,26
109191,44053,23,24,29,36,39
109192,44054,1,4,19,23,37
109193,44055,1,13,20,25,32
109194,44056,15,17,18,31,33
109195,44057,4,10,12,17,25
109196,44058,13,17,18,21,31
109197,44060,12,18,26,28,30
109198,44061,4,15,29,33,37
109199,44062,1,2,4,23,28
109200,44063,8,14,20,21,30
109201,44064,3,7,17,30,31
109202,44065,6,21,26,27,34
109203,44067,13,14,28,31,35
109204,44068,11,23,33,36,37
109205,44069,14,16,21,29,32
109206,44070,17,24,29,34,39
109207,44071,2,3,17,28,31
109208,44072,1,10,16,27,28
109209,44074,2,6,26,29,36
109210,44075,15,16,17,23,32
109211,44076,11,13,20,23,39
109212,44077,4,7,12,20,33
109213,44078,4,9,21,23,24
109214,44079,1,26,31,32,38
109215,44081,6,11,13,15,29
109216,44082,1,6,7,12,15
109217,44083,4,5,20,24,29
109218,44084,16,27,30,35,38
109219,44085,3,7,8,33,35
109220,44086,2,15,19,27,39
109221,44088,18,19,20,30,38
109222,44089,1,4,11,25,31
109223,44090,6,13,15,22,27
109224,44091,5,14,24,33,39
109225,44092,6,18,24,27,29
109226,44093,10,18,19,37,39
109227,44095,5,10,17,19,34
109228,44096,17,20,23,24,39
109229,44097,6,12,17,32,36
109230,44098,5,10,15,24,27
109231,44099,1,9,14,17,18
109232,44100,22,24,27,29,34
109233,44102,7,20,26,27,30
109234,44103,6,20,22,30,36
109235,44104,21,27,28,34,37
109236,44105,1,6,21,35,36
109237,44106,17,18,20,24,34
109238,44107,7,15,20,30,37
109239,44109,6,20,22,27,35
109240,44110,6,20,25,32,37
109241,44111,5,9,13,21,34
109242,44112,3,8,11,19,38
109243,44113,13,16,25,26,31
109244,44114,4,8,23,24,34
109245,44116,6,22,24,29,33
109246,44117,4,8,17,26,30
109247,44118,1,9,33,34,39
109248,44119,8,14,18,20,23
109249,44120,22,26,32,33,38
109250,44121,18,20,21,24,25
109251,44123,4,6,16,23,36
109252,44124,1,10,23,27,36
109253,44125,2,14,20,22,29
109254,44126,1,9,11,27,31
109255,44127,2,3,20,21,34
109256,44128,9,10,15,27,32
109257,44130,3,9,14,26,33
109258,44131,8,18,23,24,31
109259,44132,13,20,26,37,38
109260,44133,4,23,25,35,38
109261,44134,3,9,24,35,38
109262,44135,6,7,9,21,32
109263,44137,12,29,31,36,39
109264,44138,4,17,24,25,28
109265,44139,2,12,17,34,38
109266,44140,19,20,25,30,37
109267,44141,1,4,7,8,39
109268,44142,4,8,21,24,26
109269,44144,6,8,17,24,38
109270,44145,5,19,26,28,29
109271,44146,22,31,35,38,39
109272,44147,4,18,27,29,39
109273,44148,1,7,11,24,39
109274,44149,2,3,7,30,36
109275,44151,10,11,13,23,38
109276,44152,11,14,17,19,24
109277,44153,1,7,15,17,18
109278,44154,6,10,13,16,27
109279,44155,6,11,27,37,38
109280,44156,8,11,13,14,26
109281,44158,2,4,13,23,28
109282,44159,4,8,17,18,26
109283,44160,6,16,25,28,36
109284,44161,12,17,21,28,35
109285,44162,15,24,25,26,32
109286,44163,1,2,4,17,20
109287,44165,9,17,25,28,36
109288,44166,1,11,19,26,32
109289,44167,3,10,16,24,37
109290,44168,1,3,19,20,37
109291,44169,2,7,22,31,37
109292,44170,8,18,20,29,35
109293,44172,9,12,22,30,35
109294,44173,1,21,24,28,34
109295,44174,12,13,15,28,33
109296,44175,6,10,11,26,27
109297,44176,5,6,12,19,33
109298,44177,8,14,15,24,27
109299,44179,5,14,17,19,20
109300,44180,1,11,23,25,35
109301,44181,8,15,17,34,36
109302,44182,7,11,15,16,20
109303,44183,2,12,15,22,35
109304,44184,9,14,18,29,36
109305,44186,2,8,15,17,24
109306,44187,2,15,23,29,38
109307,44188,7,24,28,32,38
109308,44189,1,19,23,30,36
109309,44190,1,5,19,32,37
109310,44191,5,9,15,20,24
109311,44193,11,15,25,32,35
109312,44194,9,16,21,28,38
109313,44195,3,5,21,34,36
109314,44196,1,10,14,20,34
110001,44197,18,24,26,35,37
110002,44198,4,6,11,17,34
110003,44200,2,3,16,22,32
110004,44201,1,11,20,28,36
110005,44202,10,12,29,32,36
110006,44203,7,13,22,23,30
110007,44204,9,13,26,34,36
110008,44205,10,13,24,36,37
110009,44207,3,7,14,26,38
110010,44208,9,11,19,36,39
110011,44209,6,9,17,24,38
110012,44210,16,20,21,30,31
110013,44211,6,8,16,19,23
110014,44212,3,10,23,26,37
110015,44214,1,3,16,17,39
110016,44215,5,9,16,21,35
110017,44216,3,10,11,13,19
110018,44217,1,6,7,21,23
110019,44218,15,17,19,28,29
110020,44219,23,26,34,35,36
110021,44221,13,16,23,37,39
110022,44222,12,20,23,31,37
110023,44223,1,2,17,18,35
110024,44224,14,16,20,30,37
110025,44225,16,20,21,22,26
110026,44226,5,13,23,26,27
110027,44228,6,12,17,28,36
110028,44229,4,24,25,34,37
110029,44230,1,5,12,18,30
110030,44231,1,5,12,15,26
110031,44232,20,23,26,27,38
110032,44233,3,7,14,20,34
110033,44235,1,2,20,23,26
110034,44236,3,12,14,18,34
110035,44237,16,18,23,32,38
110036,44238,1,8,9,17,22
110037,44239,3,13,20,27,28
110038,44240,5,18,21,22,27
110039,44242,6,7,19,20,26
110040,44243,10,19,22,24,26
110041,44244,1,17,20,27,30
110042,44245,1,14,19,27,28
110043,44246,9,19,35,37,38
110044,44247,5,8,10,23,30
110045,44249,4,16,21,32,33
110046,44250,1,7,26,29,34
110047,44251,6,14,19,24,37
110048,44252,9,10,14,22,38
110049,44253,1,8,9,18,27
110050,44254,21,25,27,32,39
110051,44256,13,32,34,36,38
110052,44257,5,10,23,25,39
110053,44258,5,10,15,16,21
110054,44259,7,10,16,19,24
110055,44260,4,6,31,36,37
110056,44261,5,10,11,12,26
110057,44263,13,17,18,24,28
110058,44264,1,4,11,23,32
110059,44265,1,5,19,22,26
110060,44266,4,9,13,27,28
110061,44267,7,25,33,35,37
110062,44268,21,31,32,35,36
110063,44270,7,11,13,25,39
110064,44271,3,8,14,18,32
110065,44272,1,7,10,23,29
110066,44273,11,21,30,32,38
110067,44274,4,10,17,27,36
110068,44275,11,18,22,28,35
110069,44277,1,11,17,29,34
110070,44278,10,14,19,20,35
110071,44279,3,8,13,23,26
110072,44280,8,12,22,33,35
110073,44281,7,9,11,22,32
110074,44282,1,5,10,30,31
110075,44284,10,12,15,32,35
110076,44285,10,14,15,36,38
110077,44286,10,12,23,34,38
110078,44287,2,9,20,25,35
110079,44288,24,28,31,33,36
110080,44289,6,8,12,23,25
110081,44291,1,17,25,36,38
110082,44292,10,12,17,29,35
110083,44293,1,10,24,35,38
110084,44294,2,7,9,29,35
110085,44295,6,16,20,25,34
110086,44296,2,4,18,20,34
110087,44298,17,22,34,37,39
110088,44299,6,11,13,22,23
110089,44300,3,8,12,20,33
110090,44301,6,7,17,25,37
110091,44302,2,7,21,22,28
110092,44303,7,8,23,25,31
110093,44305,1,4,9,29,39
110094,44306,16,20,23,24,35
110095,44307,4,19,29,37,39
110096,44308,5,7,8,25,26
110097,44309,2,8,16,22,28
110098,44310,5,6,10,11,13
110099,44312,1,5,16,17,21
110100,44313,12,22,24,31,35
110101,44314,7,12,16,22,23
110102,44315,8,10,23,32,35
110103,44316,7,17,21,32,35
110104,44317,12,13,19,20,31
110105,44319,4,13,15,29,32
110106,44320,20,21,23,36,39
110107,44321,8,19,27,29,39
110108,44322,3,7,13,21,22
110109,44323,6,7,8,17,33
110110,44324,19,23,26,31,34
110111,44326,14,15,17,28,37
110112,44327,11,15,17,31,36
110113,44328,8,14,17,21,30
110114,44329,13,16,17,25,37
110115,44330,10,28,29,31,36
110116,44331,2,7,28,31,39
110117,44333,3,15,27,33,36
110118,44334,9,12,18,27,37
110119,44335,5,8,17,27,36
110120,44336,13,30,31,35,37
110121,44337,4,9,33,34,38
110122,44338,6,14,22,23,31
110123,44340,12,14,23,24,36
110124,44341,3,14,25,33,37
110125,44342,6,7,30,32,36
110126,44343,21,24,26,29,32
110127,44344,23,24,32,35,38
110128,44345,1,11,19,27,38
110129,44347,18,23,31,32,35
110130,44348,4,6,30,32,35
110131,44349,4,19,29,33,37
110132,44350,1,11,14,29,36
110133,44351,6,12,13,15,39
110134,44352,1,3,10,17,24
110135,44354,6,12,15,20,39
110136,44355,3,8,19,22,38
110137,44356,3,5,7,11,16
110138,44357,1,13,14,22,33
110139,44358,3,18,22,27,33
110140,44359,3,4,13,17,25
110141,44361,17,25,27,33,35
110142,44362,14,17,27,32,36
110143,44363,7,17,18,21,27
110144,44364,8,28,31,36,39
110145,44365,11,13,20,29,33
110146,44366,1,12,33,36,39
110147,44368,4,10,12,36,37
110148,44369,3,11,31,32,39
110149,44370,6,12,14,28,35
110150,44371,5,29,31,35,36
110151,44372,4,12,17,20,23
110152,44373,17,26,31,32,35
110153,44375,6,17,29,33,39
110154,44376,6,9,15,17,24
110155,44377,4,6,26,28,39
110156,44378,19,20,28,31,38
110157,44379,2,5,7,26,32
110158,44380,8,20,23,27,29
110159,44382,1,20,24,32,35
110160,44383,10,11,19,21,39
110161,44384,1,11,17,25,29
110162,44385,22,23,27,35,37
110163,44386,12,13,15,30,37
110164,44387,9,26,28,35,38
110165,44389,4,7,17,29,37
110166,44390,10,15,18,24,25
110167,44391,1,12,14,18,26
110168,44392,7,15,23,25,31
110169,44393,2,7,17,18,26
110170,44394,2,16,21,31,37
110171,44396,6,7,8,9,30
110172,44397,9,14,22,36,38
110173,44398,9,16,24,32,38
110174,44399,1,9,16,32,38
110175,44400,10,17,18,20,28
110176,44401,1,8,12,17,31
110177,44403,1,5,8,16,38
110178,44404,3,5,27,30,35
110179,44405,6,12,17,18,24
110180,44406,13,20,21,23,25
110181,44407,6,9,17,27,30
110182,44408,4,5,17,33,35
110183,44410,4,24,25,28,33
110184,44411,5,9,24,25,36
110185,44412,10,20,32,34,39
110186,44413,4,6,25,27,29
110187,44414,4,7,11,18,19
110188,44415,2,4,8,11,22
110189,44417,9,12,18,22,38
110190,44418,8,22,23,29,31
